lat,lon,timePeriod,siteName,info,link,audio
45.83056,-77.110274,<h4>Consolidated Paper</h4>,<h3>Woodworking Company</h3>,One of many paper companies in Pembroke.,"<a href=""sites/fishermens-hall.html"">MORE DETAILS</a>","<audio src=""http://bladesrob.com/soundscape-audio/151110_0082.wav"" controls preload></audio>"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
